"[AG-409] BÁO CÁO CHI TIẾT TIẾN ĐỘ ĐƠN HÀNG NĂM 2026","","","","","","","","","","","","","","","","","","","","","","","",""
"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","",""
"101","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/08","BB","BBY2.56","Lắc bi 2.5mm/6.0mm, caro-dưa hấu","680Y","15-17","4","23.00","24/03/2025","","","","4","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"102","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/08","BB","BBY2.56","Lắc bi 2.5mm/6.0mm, caro-dưa hấu","680Y","16-18","2","12.10","24/03/2025","","","","2","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"103","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/08","BB","BBY2.5","Lắc bi 2.5 kiểu xoáy","680Y","15-17","6","24.00","24/03/2025","","","","6","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"104","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/08","BB","BBY2.54","Lắc bi 2.5mm/4.0mm kiểu xoáy-xoáy full","680Y","15-17","5","28.00","24/03/2025","","","","5","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"105","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/08","BB","GBY3-1","Vòng bi 3.0mm quấn 1 tầng, caro","680Y","48-50","2","10.60","24/03/2025","","","","2","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"106","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/08","BB","GBY3-1","Vòng bi 3.0mm quấn 1 tầng, caro","680Y","50-52","3","16.38","24/03/2025","","","","3","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"107","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/08","BB","BBY8","Lắc bi 8.0mm, dưa hấu","680Y","16.5","1","9.00","24/03/2025","","","","1","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"108","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/09","DD","CY50FS","Dây Franco vuông 0.50mm","680Y","50","5","46.25","24/03/2025","","","","5","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"109","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/09","DD","CY70FS","Dây Franco vuông 0.70mm","680Y","50","3","54.90","24/03/2025","","","","3","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"110","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/09","BB","CBY5","Dây bi 5.0mm, caro","680Y","50","3","57.30","24/03/2025","","","","3","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"111","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/09","BB","BBY38","Lắc bi 3.0mm/8.0mm, caro-dưa hấu","680Y","16.5","1","13.70","24/03/2025","","","","1","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"112","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/09","BB","BBY4","Lắc bi 4.0mm, caro","680Y","15-17","3","18.00","24/03/2025","","","","3","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"113","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/09","BB","BBY2.5","Lắc bi 2.5mm, caro","680Y","15-17","5","20.25","24/03/2025","","","","5","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"114","THÁNG 02","28/02/2025","PKD SĨ","SR","","DHAG-25/02/09","BB","CBY2.5","Dây bi 2.5mm, caro","680Y","48-52","3","32.70","24/03/2025","","","","3","Đã giao đủ","HOÀN TẤT","27/03/2025","","",""
"115","THÁNG 03","05/03/2025","CH2","SR","","DHAG-25/03/01","BB","BBWY46","Lắc bi 4.0mm/6.0mm, xoáy-xoáy","750WY","17","1","6.80","07/03/2025","","","","1","Đã giao đủ","HOÀN TẤT","06/03/2025","","",""
"116","THÁNG 03","07/03/2025","PSX L2","SR","","DHAG-25/03/02","BB","BICR30750W","Bi rời 3.0mm, caro","750W","","35","2.69","07/03/2025","","","","35","Đã giao đủ","HOÀN TẤT","07/03/2025","","",""
"117","THÁNG 03","22/03/2025","PKD SĨ","SR","","DHAG-25/03/03","DD","CY35CA4","Dây cong khế 0.35","610Y","42-44","10","21.00","Theo tiến độ sx","","","","31","Đã giao đủ (dư 11s)","HOÀN TẤT","09/04/2025","","",""
"118","THÁNG 03","22/03/2025","PKD SĨ","SR","","DHAG-25/03/03","DD","CY40CA4","Dây cong khế 0.40","610Y","44-46","30","76.20","Theo tiến độ sx","","","","44","Đã giao đủ (dư 14s)","HOÀN TẤT","09/04/2025","","",""
"119","THÁNG 03","22/03/2025","PKD SĨ","SR","","DHAG-25/03/03","DD","CY50CA4","Dây cong khế 0.50","610Y","45-47","30","108.00","Theo tiến độ sx","","","","30","Đã giao đủ","HOÀN TẤT","09/04/2025","","",""
"120","THÁNG 03","22/03/2025","PKD SĨ","SR","","DHAG-25/03/03","DD","CY60CA4","Dây cong khế 0.60","610Y","46-48","20","116.40","Theo tiến độ sx","","","","26","Đã giao đủ (dư 6s)","HOÀN TẤT","20/05/2025","","",""
"121","THÁNG 03","22/03/2025","PKD SĨ","SR","","DHAG-25/03/03","DD","CY70CA4","Dây cong khế 0.70","610Y","48-50","30","270.00","Theo tiến độ sx","","","","","Chờ NL","NGƯNG SX","","","",""
"122","THÁNG 04","03/04/2025","CH1","SR","","DHAG-25/04/01","DD","CW35CA1","Dây chữ cong, size 0.35","750W","18in","20","42.00","Theo tiến độ sx","","","","25","Đã giao đủ (dư 5)","HOÀN TẤT","21/04/2025","","",""
"123","THÁNG 04","03/04/2025","CH1","SR","","DHAG-25/04/01","DD","CW40CA1","Dây chữ cong, size 0.40","750W","18in","20","52.00","Theo tiến độ sx","","","","17","Đã giao: 17 sợi ngày 17/05/2025","HOÀN TẤT","17/05/2025","","",""
"124","THÁNG 04","03/04/2025","CH1","SR","","DHAG-25/04/01","DD","CW35CU","Dây khoen lật 0.35","750W","18in","20","39.00","Theo tiến độ sx","","","","19","Đã giao: 19 sợi ngày 17/05/2025","HOÀN TẤT","17/05/2025","","",""
"125","THÁNG 04","03/04/2025","CH1","SR","","DHAG-25/04/01","DD","CW30FS","Dây Franco 0.3","750W","18in","10","36.00","Theo tiến độ sx","","","","12","Đã giao đủ (dư 2)","HOÀN TẤT","21/04/2025","","",""
"126","THÁNG 04","03/04/2025","CH1","SR","","DHAG-25/04/01","DD","CW30HT1","Dây mì xoắn, size 0.3","750W","18in","5","21.00","Theo tiến độ sx","","","","6","Đã giao đủ (dư 1)","HOÀN TẤT","21/04/2025","","",""
"127","THÁNG 04","03/04/2025","CH1","SR","","DHAG-25/04/01","DD","CY50CA1","Dây chữ cong, size 0.50","750Y","18in","30","138.00","Theo tiến độ sx","","","","10","Đã giao: 10 sợi ngày 20/05/2025","HOÀN TẤT","","","",""
"128","THÁNG 04","03/04/2025","CH1","SR","","DHAG-25/04/01","DD","CY40CU","Dây khoen lật 0.4","750Y","18in","20","53.00","Theo tiến độ sx","","","","24","Đã giao (dư 24)","HOÀN TẤT","","","",""
"129","THÁNG 04","03/04/2025","CH1","SR","","DHAG-25/04/01","DD","CY30FS","Dây Franco 0.3","750Y","18in","20","72.00","Theo tiến độ sx","","","","","","NGƯNG SX","","","",""
"130","THÁNG 04","03/04/2025","CH1","SR","","DHAG-25/04/01","DD","CY50FS","Dây Franco 0.50","750Y","20in","10","100.00","Theo tiến độ sx","","","","12","Đã giao: (dư 2 sợi)","HOÀN TẤT","01/08/2025","","",""
"131","THÁNG 04","03/04/2025","CH1","SR","","DHAG-25/04/01","BB","CBY2","Dây bi 2.0mm, kiểu caro","750Y","18in","10","112.80","Theo tiến độ sx","","","","2","Đã giao: 2 sợi ngày 16/04/2025
Đang thực hiện khắc bi","CHƯA HOÀN TẤT","","","",""
"132","THÁNG 04","03/04/2025","ADM2","SR","","DHAG-25/04/02","DD","CY50FS","Dây Franco vuông 0.50mm","750Y","22in","5","46.00","Theo tiến độ sx","","","","","","CHƯA HOÀN TẤT","","","KGN",""
"133","THÁNG 04","03/04/2025","ADM2","SR","","DHAG-25/04/02","DD","CY50FS","Dây Franco vuông 0.50mm","750Y","20in","5","46.00","Theo tiến độ sx","","","","","","CHƯA HOÀN TẤT","","","KGN",""
"134","THÁNG 04","08/04/2025","PKD SĨ","SR","","DHAG-25/04/03","BB","GBY46-1","Vòng xoắn bi 4.0/6.0 1 tầng kiểu dưa hấu","680Y","4.8cm","2","16.26","18/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","24/04/2025","","",""
"135","THÁNG 04","08/04/2025","PKD SĨ","SR","","DHAG-25/04/03","BB","GBY46-1","Vòng xoắn bi 4.0/6.0 1 tầng kiểu dưa hấu","680Y","5.0cm","2","16.26","18/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","24/04/2025","","",""
"136","THÁNG 04","08/04/2025","PKD SĨ","SR","","DHAG-25/04/03","BB","GBY46-1","Vòng xoắn bi 4.0/6.0 1 tầng kiểu dưa hấu","680Y","5.2cm","2","16.26","18/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","24/04/2025","","",""
"137","THÁNG 04","08/04/2025","PKD SĨ","SR","","DHAG-25/04/03","BB","GBY3-1","Vòng xoắn bi 3.0 1 tầng kiểu lồng đèn","680Y","4.8cm","2","10.82","18/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","24/04/2025","","",""
"138","THÁNG 04","08/04/2025","PKD SĨ","SR","","DHAG-25/04/03","BB","GBY3-1","Vòng xoắn bi 3.0 1 tầng kiểu lồng đèn","680Y","5.0cm","2","10.82","18/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","24/04/2025","","",""
"139","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/04","DD","BY50FS","Lắc Franco vuông 0.50mm","680Y","15cm","2","6.00","22/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","24/04/2025","","",""
"140","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/04","DD","BY50FS","Lắc Franco vuông 0.50mm","680Y","16cm","2","6.40","22/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","24/04/2025","","",""
"141","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/04","DD","BY60FS","Lắc Franco vuông 0.60mm","680Y","15cm","2","8.20","22/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","24/04/2025","","",""
"142","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/04","DD","BY60FS","Lắc Franco vuông 0.60mm","680Y","16cm","2","8.80","22/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","24/04/2025","","",""
"143","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","DD","CY30HT1","Dây mì dẹp xoắn 0.30mm","680Y","46-48","5","21.00","29/04/2025","","","","8","Đã giao đủ","HOÀN TẤT","13/05/2025","","",""
"144","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","DD","CY40HT1","Dây mì dẹp xoắn 0.40mm","680Y","46-48","5","35.00","29/04/2025","","","","6","Đã giao đủ","HOÀN TẤT","13/05/2025","","",""
"145","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","DD","CY40FS","Dây Franco vuông 0.40mm","680Y","46-48","5","26.50","29/04/2025","","","","9","Đã giao đủ","HOÀN TẤT","13/05/2025","","",""
"146","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","DD","CY40CA4","Dây cong khế 0.40","680Y","35-38","10","20.00","29/04/2025","","","","16","Đã giao đủ (dư 6 sợi)","HOÀN TẤT","13/05/2025","","",""
"147","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","DD","CY50CA4","Dây cong khế 0.50","680Y","35-38","10","26.50","29/04/2025","","","","10","Đã giao đủ","HOÀN TẤT","13/05/2025","","",""
"148","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","DD","CY60CA4","Dây cong khế 0.60","680Y","48-50","10","50.00","29/04/2025","","","","12","Đã giao đủ (dư 2 sợi)","HOÀN TẤT","13/05/2025","","",""
"149","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","DD","CY50CU","Dây khoen lật 0.50","680Y","48-50","10","38.50","29/04/2025","","","","13","Đã giao đủ (dư 3 sợi)","HOÀN TẤT","13/05/2025","","",""
"150","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","DD","CY40CU","Dây khoen lật 0.40","680Y","35-38","10","26.00","29/04/2025","","","","15","Đã giao đủ (dư 5 sợi)","HOÀN TẤT","13/05/2025","","",""
"151","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","BB","BBY5","Lắc bi 5.0 kiểu caro","680Y","15","3","20.70","29/04/2025","","","","3","Đã giao đủ","HOÀN TẤT","06/05/2025","","",""
"152","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","BB","BBY5","Lắc bi 5.0 kiểu chữ S","680Y","15","3","20.70","29/04/2025","","","","3","Đã giao đủ","HOÀN TẤT","06/05/2025","","",""
"153","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","BB","CBY4","Dây bi 4.0 kiểu caro","680Y","48","2","30.00","29/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","06/05/2025","","",""
"154","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","BB","CBY4","Dây bi 4.0 kiểu chữ S","680Y","48","2","30.00","29/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","06/05/2025","","",""
"155","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","BB","GBY4-01","Vòng xoắn bi 4.0 1 tầng kiểu chữ S","680Y","50-52","2","14.00","29/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","06/05/2025","","",""
"156","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","BB","GBY6-01","Vòng xoắn bi 6.0 1 tầng kiểu chữ S","680Y","50-52","2","20.00","29/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","06/05/2025","","",""
"157","THÁNG 04","12/04/2025","PKD SĨ","SR","","DHAG-25/04/05","BB","GBY3-03","Vòng xoắn bi 3.0 3 tầng kiểu lồng đèn","680Y","50-52","2","38.90","29/04/2025","","","","2","Đã giao đủ","HOÀN TẤT","06/05/2025","","",""
"158","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","GBY4-01","Vòng Bi 1 Tầng : 
+ Size 0.40mm Khắc Dưa Hấu
","680Y","48","2","14.00","","","","","2","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"159","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","GBY4-01","Vòng Bi 1 Tầng : 
+ Size 0.40mm Khắc Dưa Hấu
","680Y","50","2","14.00","","","","","2","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"160","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","GBY4-01","Vòng Bi 1 Tầng : 
+ Size 0.40mm Khắc Dưa Hấu
","680Y","52","2","14.00","","","","","2","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"161","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","GBY6-01","Vòng Bi 1 Tầng : 
+ Size 0.60mm Khắc Ngang
","680Y","50","1","4.05","","","","","1","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"162","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","GBY6-01","Vòng Bi 1 Tầng : 
+ Size 0.60mm Khắc Ngang
","680Y","52","1","10.00","","","","","1","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"163","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","GBY6-01","Vòng Bi 1 Tầng : 
+ Size 0.60mm Khắc Dưa Hấu
","680Y","50","1","10.00","","","","","1","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"164","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","GBY6-01","Vòng Bi 1 Tầng : 
+ Size 0.60mm Khắc Dưa Hấu
","680Y","52","1","10.00","","","","","1","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"165","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","BBY4","Lắc Bi :
+ Size 0.40mm Khắc Dưa Hấu
","680Y","15","3","18.00","","","","","3","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"166","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","BBY4","Lắc Bi :
+ Size 0.40mm Khắc Dưa Hấu
","680Y","16","3","18.00","","","","","3","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"167","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","BBY6","Lắc bi : 
+ Size 0.60mm Khắc Dưa Hấu
","680Y","15","1","10.10","","","","","1","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"168","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","BBY6","Lắc bi : 
+ Size 0.60mm Khắc Dưa Hấu
","680Y","16","1","10.10","","","","","1","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"169","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","BBY6","Lắc bi : 
+ Size 0.60mm Khắc Ngang
","680Y","15","1","10.10","","","","","1","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"170","THÁNG 04","28/04/2025","PKD SĨ","SR","","[DHAG-25/04/11]","BB","BBY6","Lắc bi : 
+ Size 0.60mm Khắc Ngang
","680Y","16","1","10.10","","","","","1","Đã giao đủ","HOÀN TẤT","16/05/2025","","",""
"171","THÁNG 05","26/05/2025","PKD SĨ","KH","Hai Nho","[DHAG-25/05/05]","DD","BY70FS","Lắc Franco vuông 0.70mm","680Y","16","2","12.54","","","","","2","Đã giao đủ","HOÀN TẤT","","","",""
"172","THÁNG 05","26/05/2025","PKD SĨ","KH","Hai Nho","[DHAG-25/05/05]","DD","BY70FS","Lắc Franco vuông 0.70mm","680Y","17","2","12.54","","","","","2","Đã giao đủ","HOÀN TẤT","","","",""
"173","THÁNG 05","26/05/2025","PKD SĨ","KH","Hai Nho","[DHAG-25/05/05]","DD","CY70FS","Dây Franco vuông 0.70mm","680Y","50","1","19.41","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"174","THÁNG 05","26/05/2025","PKD SĨ","KH","Hai Nho","[DHAG-25/05/05]","DD","CY70FS","Dây Franco vuông 0.70mm","680Y","60","1","23.29","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"175","THÁNG 05","26/05/2025","PKD SĨ","KH","Hai Nho","[DHAG-25/05/05]","DD","CY50FS","Dây Franco vuông 0.50mm","680Y","48","2","19.20","","","","","2","Đã giao đủ","HOÀN TẤT","","","",""
"176","THÁNG 05","26/05/2025","PKD SĨ","KH","Hai Nho","[DHAG-25/05/06]","DD","CY50FS","Dây Franco vuông 0.50mm","680Y","50","2","20.00","","","","","2","Đã giao đủ","HOÀN TẤT","","","",""
"177","THÁNG 05","26/05/2025","PKD SĨ","KH","Hai Nho","[DHAG-25/05/06]","DD","CY50FS","Dây Franco vuông 0.50mm","680Y","52","1","10.40","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"178","THÁNG 05","26/05/2025","PKD SĨ","KH","Hai Nho","[DHAG-25/05/06]","BB","BBY853","Lắc bi 8.0-5.0-3.0","680Y","23","2","11.74","","","","","4","Đã giao đủ (dư 2)","HOÀN TẤT","","","",""
"179","THÁNG 05","26/05/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/05/05]","DD","CY70CA4","Dây cong khế 0.7mm","680Y","44","2","16.50","","","","","2","Đã giao đủ","HOÀN TẤT","","","",""
"180","THÁNG 05","26/05/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/05/05]","DD","CY70CA4","Dây cong khế 0.7mm","680Y","46","2","17.00","","","","","2","Đã giao đủ","HOÀN TẤT","","","",""
"181","THÁNG 05","26/05/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/05/05]","DD","CY70CA4","Dây cong khế 0.7mm","680Y","48","2","18.00","","","","","2","Đã giao đủ","HOÀN TẤT","","","",""
"182","THÁNG 05","26/05/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/05/05]","DD","CY70CA4","Dây cong khế 0.7mm","680Y","50","2","18.00","","","","","2","Đã giao đủ","HOÀN TẤT","","","",""
"183","THÁNG 05","26/05/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/05/05]","BB","BBY853","Lắc bi 8.0-5.0-3.0, xoáy-dưa hấu- dưa hấu","680Y","23","3","47.70","","","","","3","Đã giao đủ","HOÀN TẤT","","","",""
"184","THÁNG 05","26/05/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/05/05]","BB","GBY6-01","Vòng bi 6.0, kiểu dưa hấu","680Y","54","1","7.66","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"185","THÁNG 05","26/05/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/05/05]","BB","GBY6-01","Vòng bi 6.0, kiểu dưa hấu","680Y","56","1","7.66","","","","","1","Đã giao đủ","HOÀN TẤT","","","",""
"186","THÁNG 05","26/05/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/05/05]","BB","BBY2.5","Lắc bi 2.5, kiểu xoáy","680Y","23","3","15.30","","","","","3","Đã giao đủ","HOÀN TẤT","","","",""
"187","THÁNG 05","26/05/2025","PKD SĨ","KH","Kim Thanh","[DHAG-25/05/05]","BB","BBY2.5","Lắc bi 2.5, kiểu kim cương","680Y","23","3","15.30","","","","","3","Đã giao đủ","HOÀN TẤT","","","",""
"188","THÁNG 05","29/05/2025","CH1","SR","SR","[DHAG-25/05/08]","DD","CPT35CA4","Dây cong khế 0.35, PT","PT900","18ins","10","45.00","","","","","17","Đã giao đủ","HOÀN TẤT","","","",""
"189","THÁNG 05","29/05/2025","CH1","SR","SR","[DHAG-25/05/08]","DD","CPT40CA4","Dây cong khế 0.40, PT","PT900","18ins","10","50.00","","","","","12","Đã giao đủ ( dư 2 sợi)","HOÀN TẤT","","","",""
"190","THÁNG 05","29/05/2025","CH1","SR","SR","[DHAG-25/05/08]","DD","CPT45CA4","Dây cong khế 0.45, PT","PT900","18ins","10","55.00","","","","","7","Đã giao 7 sợi ngày 19/09/2025","HOÀN TẤT","","","",""
"191","THÁNG 05","29/05/2025","CH1","SR","SR","[DHAG-25/05/09]","BB","GBPT2.5-01","Vòng xoắn bi 1 tầng 2.5, kiểu xoáy","PT900","50","1","4.00","","","","","","Bi PT chưa làm đc","NGƯNG SX","","","KGN",""
"192","THÁNG 05","29/05/2025","CH1","SR","SR","[DHAG-25/05/09]","BB","GBPT3.5-01","Vòng xoắn bi 1 tầng 3.5, kiểu caro","PT900","50","1","6.00","","","","","","Bi PT chưa làm đc","NGƯNG SX","","","KGN",""
"193","THÁNG 05","29/05/2025","CH1","SR","SR","[DHAG-25/05/09]","BB","GBPT2.54-01","Vòng xoắn bi 1 tầng 2.54, kiểu caro","PT900","52","1","7.50","","","","","","Bi PT chưa làm đc","NGƯNG SX","","","KGN",""
"194","THÁNG 05","29/05/2025","CH1","SR","SR","[DHAG-25/05/09]","BB","GBY3-01","Vòng xoắn bi 1 tầng 3.0, kiểu xoáy","750Y","52","1","5.40","","","","","","Chờ nguyên liệu","NGƯNG SX","","","",""
"195","THÁNG 05","29/05/2025","CH1","SR","SR","[DHAG-25/05/09]","BB","GBY4-01","Vòng xoắn bi 1 tầng 4.0, kiểu caro","750Y","52","1","7.00","","","","","","Chờ nguyên liệu","NGƯNG SX","","","",""
"196","THÁNG 05","29/05/2025","CH1","SR","SR","[DHAG-25/05/09]","BB","GBY2.54-01","Vòng xoắn bi 1 tầng 2.54, kiểu xoáy","750Y","50","1","7.50","","","","","","Chờ nguyên liệu","NGƯNG SX","","","",""
"197","THÁNG 05","30/05/2025","PKD SĨ","SR","Chào hàng","[DHAG-25/05/10]","DD","CY40CU2","DÂY LẬT ĐÔI 0.40","610Y","","5","15.50","","","","","","","NGƯNG SX","","","",""
"198","THÁNG 05","30/05/2025","PKD SĨ","SR","Chào hàng","[DHAG-25/05/11]","DD","CY70CA4","Dây cong khế 0.7","610Y","48-50","10","90.00","","","","","12","Đã giao đủ (dư 2 sợi)","HOÀN TẤT","","","",""
"199","THÁNG 05","30/05/2025","PKD SĨ","SR","Chào hàng","[DHAG-25/05/11]","DD","CY40HE","Dây mì dẹp trơn 0.4","610Y","44-46","5","31.75","","","","","8","Đã giao đủ (dư 3 sợi)","HOÀN TẤT","","","",""
